Time (s),Grid Freq (Hz),RoCoF (Hz/s),Gear,Input Shaft RPM,Gen RPM,Torque (Nm),Target RPM,Injected Power (kW)
3.99,49.96860474023534,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
4.0,50.0,3.1395259764657624,12,3000,1500.0,180.0,1500,28.274333882308138
4.01,50.03139525976466,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
4.0200000000000005,50.06266661678215,3.1147698764101506,12,3000,1500.0,180.0,1500,28.274333882308138
4.03,50.09369065729286,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
4.04,50.12434494358243,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
4.05,50.15450849718747,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
4.0600000000000005,50.18406227634234,2.91905742975338,12,3000,1500.0,180.0,1500,28.274333882308138
4.07,50.21288964578254,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
4.08,50.240876837050855,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
4.09,50.2679133974895,2.6507894547687982,12,3000,1500.0,180.0,1500,28.274333882308138
4.1,50.29389262614623,2.5399298692423855,12,3000,1500.0,180.0,1500,28.274333882308138
4.11,50.31871199487435,2.419046340905595,12,3000,1500.0,180.0,1500,28.274333882308138
4.12,50.34227355296434,2.2886159418177954,12,3000,1500.0,180.0,1500,28.274333882308138
4.13,50.364484313710705,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
4.14,50.385256621387896,2.0012091738383475,12,3000,1500.0,180.0,1500,28.274333882308138
4.15,50.40450849718747,1.8453670681555678,12,3000,1500.0,180.0,1500,28.274333882308138
4.16,50.42216396275101,1.6822421417231226,12,3000,1500.0,180.0,1500,28.274333882308138
4.17,50.438153340021934,1.5124781741000959,12,3000,1500.0,180.0,1500,28.274333882308138
4.18,50.45241352623301,1.3367451461096636,12,3000,1500.0,180.0,1500,28.274333882308138
4.19,50.46488824294413,1.155736595728385,12,3000,1500.0,180.0,1500,28.274333882308138
4.2,50.47552825814758,0.9701668810095043,12,3000,1500.0,180.0,1500,28.274333882308138
4.21,50.48429158056432,0.7807683608383797,12,3000,1500.0,180.0,1500,28.274333882308138
4.22,50.491143625364344,0.5882885046460729,12,3000,1500.0,180.0,1500,28.274333882308138
4.23,50.49605735065724,0.3934869424895737,12,3000,1500.0,180.0,1500,28.274333882308138
4.24,50.499013364214136,0.19713246713806143,12,3000,1500.0,180.0,1500,28.274333882308138
4.25,50.5,0.0,12,3000,1500.0,180.0,1500,28.274333882308138
4.26,50.499013364214136,-0.19713246713806143,6,3000,1586.5384615384617,310.90909090909093,1500,51.655033054216794
4.2700000000000005,50.49605735065724,-0.3934869424895737,5,3000,1601.9417475728155,332.72727272727275,1500,55.8166461754303
4.28,50.491143625364344,-0.5882885046460729,4,3000,1617.6470588235295,354.54545454545456,1500,60.05985955392252
4.29,50.48429158056432,-0.7807683608383797,3,3000,1633.6633663366335,376.3636363636364,1500,64.3870969597116
4.3,50.47552825814758,-0.9701668810095043,2,3000,1650.0,398.1818181818182,1500,68.80087911361647
4.3100000000000005,50.46488824294413,-1.155736595728385,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.32,50.45241352623301,-1.3367451461096636,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.33,50.438153340021934,-1.5124781741000959,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.34,50.42216396275101,-1.6822421417231226,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.3500000000000005,50.40450849718747,-1.8453670681555678,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.36,50.385256621387896,-2.0012091738383475,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.37,50.364484313710705,-2.1491534211776298,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.38,50.34227355296434,-2.2886159418177954,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.39,50.31871199487435,-2.41904634090524,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.4,50.29389262614624,-2.5399298692423855,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.41,50.2679133974895,-2.6507894547691535,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.42,50.240876837050855,-2.7511875853480916,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.43,50.21288964578254,-2.8407280354258546,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.44,50.18406227634234,-2.91905742975338,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.45,50.15450849718747,-2.9858666379954713,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.46,50.12434494358243,-3.0408919947305435,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.47,50.09369065729286,-3.0839163400138148,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.48,50.06266661678215,-3.1147698764101506,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.49,50.03139525976466,-3.1333308391076287,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.5,50.0,-3.1395259764657624,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.51,49.96860474023534,-3.1333308391076287,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.5200000000000005,49.93733338321785,-3.1147698764101506,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.53,49.90630934270714,-3.0839163400138148,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.54,49.87565505641757,-3.0408919947305435,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.55,49.84549150281253,-2.9858666379954713,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.5600000000000005,49.81593772365766,-2.91905742975338,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.57,49.78711035421746,-2.8407280354258546,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.58,49.759123162949145,-2.7511875853480916,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.59,49.7320866025105,-2.6507894547691535,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.6000000000000005,49.70610737385376,-2.5399298692423855,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.61,49.68128800512565,-2.41904634090524,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.62,49.65772644703566,-2.2886159418177954,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.63,49.635515686289295,-2.1491534211776298,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.64,49.614743378612104,-2.0012091738383475,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.65,49.59549150281253,-1.8453670681555678,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.66,49.57783603724899,-1.6822421417231226,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.67,49.561846659978066,-1.5124781741000959,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.68,49.54758647376699,-1.3367451461096636,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.69,49.53511175705587,-1.155736595728385,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
4.7,49.52447174185242,-0.9701668810095043,2,3000,1650.0,398.1818181818182,1500,68.80087911361647
4.71,49.51570841943568,-0.7807683608383797,3,3000,1633.6633663366335,376.3636363636364,1500,64.3870969597116
4.72,49.508856374635656,-0.5882885046460729,4,3000,1617.6470588235295,354.54545454545456,1500,60.05985955392252
4.73,49.50394264934276,-0.3934869424895737,5,3000,1601.9417475728155,332.72727272727275,1500,55.8166461754303
4.74,49.500986635785864,-0.19713246713806143,6,3000,1586.5384615384617,310.90909090909093,1500,51.655033054216794
4.75,49.5,0.0,12,3000,1500.0,180.0,1500,28.274333882308138
4.76,49.500986635785864,0.19713246713806143,12,3000,1500.0,180.0,1500,28.274333882308138
4.7700000000000005,49.50394264934276,0.3934869424895737,12,3000,1500.0,180.0,1500,28.274333882308138
4.78,49.508856374635656,0.5882885046460729,12,3000,1500.0,180.0,1500,28.274333882308138
4.79,49.51570841943568,0.7807683608383797,12,3000,1500.0,180.0,1500,28.274333882308138
4.8,49.52447174185242,0.9701668810095043,12,3000,1500.0,180.0,1500,28.274333882308138
4.8100000000000005,49.53511175705587,1.155736595728385,12,3000,1500.0,180.0,1500,28.274333882308138
4.82,49.54758647376699,1.3367451461096636,12,3000,1500.0,180.0,1500,28.274333882308138
4.83,49.561846659978066,1.5124781741000959,12,3000,1500.0,180.0,1500,28.274333882308138
4.84,49.57783603724899,1.6822421417231226,12,3000,1500.0,180.0,1500,28.274333882308138
4.8500000000000005,49.59549150281253,1.8453670681555678,12,3000,1500.0,180.0,1500,28.274333882308138
4.86,49.614743378612104,2.0012091738383475,12,3000,1500.0,180.0,1500,28.274333882308138
4.87,49.635515686289295,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
4.88,49.65772644703566,2.2886159418177954,12,3000,1500.0,180.0,1500,28.274333882308138
4.89,49.68128800512565,2.41904634090524,12,3000,1500.0,180.0,1500,28.274333882308138
4.9,49.70610737385376,2.5399298692423855,12,3000,1500.0,180.0,1500,28.274333882308138
4.91,49.7320866025105,2.6507894547691535,12,3000,1500.0,180.0,1500,28.274333882308138
4.92,49.759123162949145,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
4.93,49.78711035421746,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
4.94,49.81593772365766,2.91905742975338,12,3000,1500.0,180.0,1500,28.274333882308138
4.95,49.84549150281253,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
4.96,49.87565505641757,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
4.97,49.90630934270714,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
4.98,49.93733338321785,3.1147698764101506,12,3000,1500.0,180.0,1500,28.274333882308138
4.99,49.96860474023534,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
5.0,50.0,3.1395259764657624,12,3000,1500.0,180.0,1500,28.274333882308138
5.01,50.03139525976466,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
5.0200000000000005,50.06266661678215,3.1147698764101506,12,3000,1500.0,180.0,1500,28.274333882308138
5.03,50.09369065729286,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
5.04,50.12434494358243,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
5.05,50.15450849718747,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
5.0600000000000005,50.18406227634234,2.91905742975338,12,3000,1500.0,180.0,1500,28.274333882308138
5.07,50.21288964578254,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
5.08,50.240876837050855,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
5.09,50.2679133974895,2.6507894547691535,12,3000,1500.0,180.0,1500,28.274333882308138
5.1000000000000005,50.29389262614624,2.5399298692420302,12,3000,1500.0,180.0,1500,28.274333882308138
5.11,50.31871199487434,2.41904634090524,12,3000,1500.0,180.0,1500,28.274333882308138
5.12,50.34227355296434,2.2886159418181506,12,3000,1500.0,180.0,1500,28.274333882308138
5.13,50.364484313710705,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
5.14,50.385256621387896,2.0012091738383475,12,3000,1500.0,180.0,1500,28.274333882308138
5.15,50.40450849718747,1.8453670681555678,12,3000,1500.0,180.0,1500,28.274333882308138
5.16,50.42216396275101,1.6822421417231226,12,3000,1500.0,180.0,1500,28.274333882308138
5.17,50.438153340021934,1.5124781741000959,12,3000,1500.0,180.0,1500,28.274333882308138
5.18,50.45241352623301,1.3367451461096636,12,3000,1500.0,180.0,1500,28.274333882308138
5.19,50.46488824294413,1.155736595728385,12,3000,1500.0,180.0,1500,28.274333882308138
5.2,50.47552825814758,0.9701668810095043,12,3000,1500.0,180.0,1500,28.274333882308138
5.21,50.48429158056432,0.7807683608383797,12,3000,1500.0,180.0,1500,28.274333882308138
5.22,50.491143625364344,0.5882885046460729,12,3000,1500.0,180.0,1500,28.274333882308138
5.23,50.49605735065724,0.3934869424895737,12,3000,1500.0,180.0,1500,28.274333882308138
5.24,50.499013364214136,0.19713246713806143,12,3000,1500.0,180.0,1500,28.274333882308138
5.25,50.5,0.0,12,3000,1500.0,180.0,1500,28.274333882308138
5.26,50.499013364214136,-0.19713246713806143,6,3000,1586.5384615384617,310.90909090909093,1500,51.655033054216794
5.2700000000000005,50.49605735065724,-0.3934869424895737,5,3000,1601.9417475728155,332.72727272727275,1500,55.8166461754303
5.28,50.491143625364344,-0.5882885046460729,4,3000,1617.6470588235295,354.54545454545456,1500,60.05985955392252
5.29,50.48429158056432,-0.7807683608383797,3,3000,1633.6633663366335,376.3636363636364,1500,64.3870969597116
5.3,50.47552825814758,-0.9701668810095043,2,3000,1650.0,398.1818181818182,1500,68.80087911361647
5.3100000000000005,50.46488824294413,-1.155736595728385,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.32,50.45241352623301,-1.3367451461096636,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.33,50.438153340021934,-1.5124781741000959,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.34,50.42216396275101,-1.6822421417231226,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.3500000000000005,50.40450849718747,-1.8453670681555678,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.36,50.385256621387896,-2.0012091738383475,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.37,50.364484313710705,-2.1491534211776298,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.38,50.34227355296434,-2.2886159418177954,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.39,50.31871199487435,-2.41904634090524,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.4,50.29389262614624,-2.5399298692423855,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.41,50.2679133974895,-2.6507894547691535,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.42,50.240876837050855,-2.7511875853480916,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.43,50.21288964578254,-2.8407280354258546,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.44,50.18406227634234,-2.91905742975338,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.45,50.15450849718747,-2.9858666379954713,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.46,50.12434494358243,-3.0408919947305435,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.47,50.09369065729286,-3.0839163400138148,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.48,50.06266661678215,-3.1147698764101506,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.49,50.03139525976466,-3.1333308391076287,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.5,50.0,-3.1395259764657624,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.51,49.96860474023534,-3.1333308391076287,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.5200000000000005,49.93733338321785,-3.1147698764101506,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.53,49.90630934270714,-3.0839163400138148,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.54,49.87565505641757,-3.0408919947305435,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.55,49.84549150281253,-2.9858666379954713,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.5600000000000005,49.81593772365766,-2.91905742975338,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.57,49.78711035421746,-2.8407280354258546,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.58,49.759123162949145,-2.7511875853477363,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.59,49.732086602510506,-2.6507894547691535,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.6000000000000005,49.70610737385376,-2.539929869242741,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.61,49.68128800512565,-2.41904634090524,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.62,49.65772644703566,-2.2886159418177954,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.63,49.635515686289295,-2.1491534211776298,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.64,49.614743378612104,-2.0012091738383475,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.65,49.59549150281253,-1.8453670681555678,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.66,49.57783603724899,-1.6822421417231226,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.67,49.561846659978066,-1.5124781741000959,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.68,49.54758647376699,-1.3367451461096636,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.69,49.53511175705587,-1.155736595728385,1,3000,1666.6666666666665,420.0,1500,73.30382858376183
5.7,49.52447174185242,-0.9701668810095043,2,3000,1650.0,398.1818181818182,1500,68.80087911361647
5.71,49.51570841943568,-0.7807683608383797,3,3000,1633.6633663366335,376.3636363636364,1500,64.3870969597116
5.72,49.508856374635656,-0.5882885046460729,4,3000,1617.6470588235295,354.54545454545456,1500,60.05985955392252
5.73,49.50394264934276,-0.3934869424895737,5,3000,1601.9417475728155,332.72727272727275,1500,55.8166461754303
5.74,49.500986635785864,-0.19713246713806143,6,3000,1586.5384615384617,310.90909090909093,1500,51.655033054216794
5.75,49.5,0.0,12,3000,1500.0,180.0,1500,28.274333882308138
5.76,49.500986635785864,0.19713246713806143,12,3000,1500.0,180.0,1500,28.274333882308138
5.7700000000000005,49.50394264934276,0.3934869424895737,12,3000,1500.0,180.0,1500,28.274333882308138
5.78,49.508856374635656,0.5882885046460729,12,3000,1500.0,180.0,1500,28.274333882308138
5.79,49.51570841943568,0.7807683608383797,12,3000,1500.0,180.0,1500,28.274333882308138
5.8,49.52447174185242,0.9701668810095043,12,3000,1500.0,180.0,1500,28.274333882308138
5.8100000000000005,49.53511175705587,1.155736595728385,12,3000,1500.0,180.0,1500,28.274333882308138
5.82,49.54758647376699,1.3367451461096636,12,3000,1500.0,180.0,1500,28.274333882308138
5.83,49.561846659978066,1.5124781741000959,12,3000,1500.0,180.0,1500,28.274333882308138
5.84,49.57783603724899,1.6822421417231226,12,3000,1500.0,180.0,1500,28.274333882308138
5.8500000000000005,49.59549150281253,1.8453670681555678,12,3000,1500.0,180.0,1500,28.274333882308138
5.86,49.614743378612104,2.0012091738383475,12,3000,1500.0,180.0,1500,28.274333882308138
5.87,49.635515686289295,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
5.88,49.65772644703566,2.2886159418177954,12,3000,1500.0,180.0,1500,28.274333882308138
5.89,49.68128800512565,2.41904634090524,12,3000,1500.0,180.0,1500,28.274333882308138
5.9,49.70610737385376,2.5399298692423855,12,3000,1500.0,180.0,1500,28.274333882308138
5.91,49.7320866025105,2.6507894547691535,12,3000,1500.0,180.0,1500,28.274333882308138
5.92,49.759123162949145,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
5.93,49.78711035421746,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
5.94,49.81593772365766,2.9190574297530247,12,3000,1500.0,180.0,1500,28.274333882308138
5.95,49.84549150281252,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
5.96,49.87565505641757,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
5.97,49.90630934270713,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
5.98,49.93733338321785,3.114769876410506,12,3000,1500.0,180.0,1500,28.274333882308138
5.99,49.96860474023534,3.127135701749495,12,3000,1500.0,180.0,1500,28.274333882308138
